"rc","rwc_base","rwc_inc","mwc_base","mwc_inc"
0.919577574737539,0.011788775127549,0.00281553293392116,0.0447359857259497,0.00289520105793373
0.919308635739648,0.00919188505012181,0.00407890332764579,0.0251988977341312,0.0027732163715721
0.912381337114615,0.0070318180814574,0.00400291565907865,0.0351925019625076,0.00124985075006558
0.909920064485631,0.0137131809532051,0.0037505283040438,0.0442312139040106,0.00100768723588917
0.924382241865532,0.00208870204402428,0.00366905727583616,0.036245939628374,0.00212867630685811
0.89473684930727,0.00259602094958152,0.00401512734702887,0.0342831770764254,0.0019413748831855
0.912422920925867,0.00351297220011447,0.00327790301750799,0.0118390704559859,0.00446226529637962
0.913983313224813,0.00693461594047982,0.00356063129204043,0.0328362964959667,0.00195833793899449
0.914344002530875,0.00704011649397995,0.00369288475047649,0.0292114211255914,0.0025524932208068
0.916935630658902,0.00541597219071142,0.00382758674821512,0.017751709479046,0.00245333029796173
0.915202515846814,0.00383696482331551,0.00307870651689995,0.0217478320265111,0.00385013097389251
0.912402018238692,0.000776724949421188,0.00421005049142905,0.0277096586168659,0.00242276095537331
0.921165930601819,0.00225008365187279,0.00329938133955872,0.0320155890403783,0.00143379198663262
0.92747086628193,0.00110848866144301,0.00351022976499354,0.0438540489950867,0.00113374844306785
0.914154228113326,0.00114189928120723,0.00346241227438099,0.0270496158782066,0.00265117363128853
0.923630934314486,0.00291863315035467,0.00309880927175273,0.0271171861845304,0.0021844420953185
0.91144423267271,0.0025814387968857,0.00488264500223071,0.0163215964065831,0.00330741595960944
0.904936609737794,0.00614534709972106,0.00270823589038844,0.0131841540703711,0.00312201808729149
0.903429372558626,0.0087000647252968,0.00366564993744803,0.0204183766697071,0.00287675889954397
0.894309788742696,0.00524788400569545,0.00493200330551311,0.0158951597037775,0.00407855973141266
0.919022151430965,0.0097983729183467,0.00204671125375947,0.0318114660311021,0.00327705692473879
0.883340684152962,0.00934862589152708,0.00403670916907443,0.0260475097386652,0.00242765742450011
0.897007990880717,0.00269204169814563,0.00296247925871185,0.0231186812093951,0.00289979296658915
0.900161149251566,0.00133687040465751,0.00470108561198368,0.0437889249875325,0.00294157445321831
0.897307542437672,0.0077257081920324,0.00321002385422849,0.0216024356615382,0.00142690944173996
0.90963402760659,0.00684280155281579,0.00280756934522196,0.040984018343067,0.00296612284806307
0.914298567589919,0.00282264449510626,0.00302361491477318,0.0215541032362084,0.00190779047589034
0.900677147210432,0.0182546124320531,0.00301657327308265,0.0231439972094549,0.00420074681547266
0.899582261046391,0.0176668936671124,0.00291773948125934,0.0236046916920949,0.00366899257397649
0.908118090592513,0.00484862025695013,0.00223717508505866,0.0202813990126245,0.00355680395742539
0.916248695941104,0.0107861863421657,0.00343690239746562,0.0126755382133399,0.00326728420952583
0.907592028137602,0.0109431902378911,0.00293240369969583,0.0213857584350039,0.00554461217518255
0.910553708711613,0.00472265443251151,0.00404790074783382,0.0394545660717599,0.00274192303661449
0.890767021925552,0.00503450175009366,0.00291299756564094,0.0166530139636143,0.00236269005337274
0.913911820168887,0.00563475291303556,0.00442950675159246,0.0150399553500006,0.00353886960389735
0.915405722264941,0.00519696826716752,0.00444517821608323,0.0118273527533953,0.00292277347442315
0.897231555162436,0.00372437636702887,0.00283084190977349,0.0278292239679772,0.00203913266920525
0.919411113560339,0.00114772465660407,0.00322797176092886,0.0282593516100039,0.00279829723803862
0.918600501179299,0.00209743104329142,0.00338326368603441,0.0126692676811905,0.00316084274496844
0.929932838912048,0.00121421866084229,0.00464298379999902,0.0153426952629543,0.0042777034272346
0.928429668121733,0.00878151265975894,0.00340693923381037,0.0181860233330615,0.00312691097490885
0.883927312320264,0.00387336313969816,0.00365272443972093,0.0292371396462589,0.00171718938834692
0.899492801447964,0.0080128008400924,0.00433776583247002,0.0365860701431664,0.00420785161611952
0.896215376474225,0.00466257732765015,0.00417874514542922,0.0123713235075448,0.00313448406597326
0.902107158973254,0.00425159756350524,0.00345350147434348,0.0259226999544741,0.00307280633296835
0.906814290168659,0.012681676026012,0.00239893019122065,0.0161940270566948,0.00344209539081006
0.910318549514325,0.0100127253151245,0.00233177424820702,0.0220884852205845,0.00310251316459062
0.900544958712452,0.0239738807862553,0.00190956778995335,0.015671718808442,0.00376830374758547
0.903481062394416,0.00285108100720711,0.00405220015357376,0.0210644302222237,0.00277091458184287
0.904830825224185,0.0133457640159263,0.00330146888857663,0.0189754706449623,0.00290373073188637
0.902230250465976,0.00773826217809462,0.00394537809157967,0.0131500703282163,0.00338488999541886
0.913723046746137,0.00494281322476075,0.00281840283896795,0.0186601056120447,0.0027994455907903
0.90151914257071,0.00686065333430653,0.00436664859045453,0.0149965064404669,0.00320208392092408
0.910554633060791,0.0051427983683322,0.0028163216739591,0.0206193070872558,0.00323576169122792
0.898298304119157,0.00571305811278186,0.00373745362930017,0.0175630784103293,0.0022924188797207
0.887412665718367,0.00898080360788932,0.00314376904179671,0.0357838186364277,0.00280648233575353
0.917652802159185,0.0109562627627389,0.00273723979526176,0.0110043521230467,0.00269277204920929
0.892361570870964,0.00270017828165299,0.00390883726287154,0.0143631461212547,0.00239016850521402
0.893834118094559,0.00295148683860215,0.00395053221696688,0.0269548305963373,0.00208104662912419
0.915506690597359,0.00556474020327066,0.00417195283244605,0.0215818272322608,0.0027065128200819
0.940051021743072,0.00480042569530733,0.00345604558996136,0.0106006972661962,0.00396791069009465
0.932117263690599,0.00252255026741512,0.00540953107874501,0.0110303323691179,0.00325497713620253
0.891567722038329,0.0145997326906575,0.00207466877487324,0.0233784562200483,0.00294153442031521
0.897776122318843,0.0159722523381239,0.00196031738692371,0.0153825704648134,0.00219347813242932
0.928667222685721,0.00315621126371749,0.00516544153433023,0.0150237049996772,0.0023225892509884
0.896892176262263,0.00703614846797802,0.0032592588404145,0.0250495196835101,0.0038054113472476
0.908818750475777,0.00796095681608203,0.00337491736216974,0.0144497781950211,0.00356353933494556
0.899157221578837,0.00707456202607259,0.00316731055501321,0.0247934281494214,0.0025005132208273
0.903032407206619,0.00685409355053097,0.00288382630420945,0.0232251534621938,0.00232695338804459
0.917969156857655,0.00417811033197692,0.00369636556105152,0.0167285407025107,0.00395825258335658
0.909286800674322,0.00174896030032469,0.00374442841778398,0.0166596806623054,0.00292656286066085
0.919101410770446,0.00867957930991246,0.00315587010123063,0.0118004716461202,0.00362773863615446
0.91720742815715,0.00295823454477531,0.00356833710628035,0.0117545586809129,0.0049016272727541
0.897413642749775,0.0127652455374074,0.00337184589232853,0.0116407700320617,0.00334272087807361
0.879648541596155,0.00625392216429183,0.00285816395398633,0.0304735524995965,0.00303993972101151
0.912876884075077,0.00463106236280305,0.0046670584783301,0.0268246345072494,0.00179580182684001
0.899653757566598,0.00313741380328019,0.00292011712255065,0.00978388055714089,0.00481764774411405
0.908631565650917,0.00220265188268502,0.00434836729981814,0.0148876664966795,0.00347537515948367
0.924513327624716,0.00752985025179918,0.00358779241065264,0.0185267769714108,0.00298941892400155
0.926202602937869,0.00914597506747341,0.00368616568083286,0.0168715027696872,0.00291556532824429
0.90793872610771,0.00897430588963359,0.00456544120282161,0.0264106688352158,0.00310549597009278
0.917775329408899,0.00501320969317772,0.00246727579770532,0.0346639887683692,0.00373626812491284
0.917486900078783,0.00491078199201553,0.00473770383558022,0.0177943897913244,0.00185936948711481
0.924680895434903,0.0142240888710717,0.00255251219153914,0.0274297225004519,0.00428536352436119
0.913612217032303,0.00967797005350061,0.00311638297278597,0.0286542188489605,0.00332871588369687
0.901673772947473,0.00283012582079471,0.00363445510671866,0.0222414771644952,0.00475942857919128
0.909481759947215,0.00622546016844352,0.00396403254681796,0.0225379092229618,0.00252893821598163
0.89517215482756,0.0109925642240901,0.00250900069905417,0.0357700531839398,0.00290511653571223
0.917379930685277,0.00848194521223443,0.00369486184928694,0.0113995177072361,0.00475232088818205
0.897588636710944,0.0112630521608837,0.0029794446390628,0.0186403535797154,0.00315587860822668
0.904475802668666,0.00372852190517206,0.00394174819753189,0.0294265558838619,0.00171105404073297
0.917338831582272,0.0109597849132061,0.00336479019588213,0.0163040200083549,0.00399063979781265
0.926312971257918,0.00621743756969086,0.00336968139444549,0.0170312037603311,0.00393305667161979
0.894267499255895,0.00882792060791861,0.00300915955842384,0.0234773589862574,0.00296990279565568
0.930341537396904,0.00611018029463302,0.00402122071757575,0.0172151757859265,0.00336704892521577
0.903057057788951,0.017214072282625,0.00170342128129572,0.0215195530722439,0.00326706137223264
0.899971044613353,0.0121279153329766,0.00292642756745471,0.0207614869951361,0.00318062840671773
0.900270271429167,0.0113431708537221,0.00288831807794578,0.0111471628639936,0.00253143423246309
0.908588591547842,0.0128905270656356,0.00293099085199704,0.00815862738558906,0.00234485071609085
0.913806235466941,0.0112976445540122,0.00351021277236911,0.0174773761805565,0.00492873098434435
0.907560875455791,0.00357320379014074,0.00332985256860379,0.0178831544576451,0.00299864635986408
0.91858883759962,0.00643627425699355,0.00408225692486199,0.0129934179070482,0.00347519565414208
0.918437699365611,0.00333186556039373,0.00344522595902066,0.0225450225335617,0.00259888235286
0.905856549667378,0.017568187005189,0.0029917576099241,0.0183285252586786,0.00347955819543192
0.863326465578531,0.00584357139292687,0.00380944938049701,0.00859134038033863,0.00376299370995075
0.889241007243183,0.00491022174894055,0.00281239490199827,0.0198643918270748,0.00411052926025821
0.904934566462708,0.00150158887295444,0.00399672834909346,0.0181103449586456,0.00200374735474016
0.907870632120471,0.0176681182812801,0.00291671101796224,0.0269103088113528,0.00372932582364859
0.911388241368967,0.00649993870976024,0.00223285610070564,0.0322544250966695,0.00354655872973504
0.906610104542355,0.00679514998354039,0.00315993347368416,0.0194718422791961,0.00260867424539641
0.91382514655237,0.00574087545448989,0.00279282461194051,0.0308766166149086,0.00330392338176665
0.91340756454517,0.0119976348620773,0.00431067211918756,0.0124452462992115,0.00341478443784036
0.889060174768086,0.0048954753742816,0.00241010296194432,0.0118026057629228,0.00473069934136227
0.912781628714833,0.0041743528211686,0.00428276652001782,0.026028264392621,0.00176909698073946
0.909335838204306,0.00410529311349154,0.0037524787249362,0.0177397359574875,0.00184067589655518
0.905803200838991,0.00950879803953621,0.00554183500807433,0.0203064426071601,0.00419904459192411
0.908699920607522,0.028680130106183,0.0012668521063635,0.0302375794840158,0.00325060395203148
0.917777890751454,0.0291141260743015,0.0012628296422396,0.00801798950522563,0.00436962577764049
0.910059058721554,0.0152424781394141,0.00140114772758475,0.0322050346484929,0.00224973944754908
0.894785029622923,0.0112682602692205,0.00231914161951967,0.0140208293870957,0.00323721955485344
0.898402282497993,0.00835636077437399,0.00265165086910173,0.0130768844801712,0.004417898793963
0.910076466267618,0.00770703113592423,0.00264427262980052,0.0042910331809068,0.00416495737686195
0.875522485288582,0.0107316366677139,0.00381783652185157,0.0337727918591555,0.00307538040916102
0.89293121382349,0.00750087045556208,0.00395061070014009,0.0147556255395058,0.00325761670034838
0.904532202954998,0.00468716126272197,0.0029686518531055,0.0204513609068742,0.00382325422298042
0.897258048548667,0.0148612044859055,0.00320511745171345,0.0352375212084355,0.002013010435766
0.919149658466674,0.0227127998180123,0.00284729227056145,0.0282099598992521,0.00227311913399406
0.901661111579466,0.00319064128157418,0.00356837871013284,0.0154457897083763,0.00358749398483071
0.882093283629658,0.0117364914994347,0.00342193784252675,0.0322471017555077,0.00231254524361804
0.933804870737609,0.00310754037509769,0.00325140049179341,0.0146394662089318,0.00486429481898147
0.930702990865808,0.0043331341878564,0.00449862191223626,0.0272429765028698,0.00262110541690469
0.909821203073898,0.00376786606304698,0.00342528766667481,0.0177696435490859,0.00347302049819485
0.907439421210585,0.00979343504645551,0.00308106267638507,0.00718390393143059,0.00377753228241287
0.911242875252492,0.0126852038279094,0.00313951059761132,0.0225073212724385,0.00383598705988604
0.921430667334461,0.00851814674812968,0.00338547401161752,0.0325816974487401,0.00258837968888784
0.904127452607493,0.00743195618284943,0.00273442234570961,0.0281791716755981,0.00201445607139164
0.909531351647226,0.00789854478927586,0.00307804390684699,0.00598079060934662,0.00408478416898413
0.912385989861821,0.00881952242961223,0.00421703687985252,0.00822765521651545,0.00371411267502819
0.900042493795151,0.00791956417634276,0.0027991312067436,0.0293784235875457,0.00363062337920891
0.896703134461584,0.00737792041520524,0.00437022016065338,0.0236748274944891,0.00160594130266453
0.910516552342763,0.00987547436611236,0.00312106510723796,0.00576859283515129,0.00457557782176018
0.924851317772131,0.00920206864355686,0.00304028610347083,0.0105142486623517,0.0048503248410504
0.907714890370311,0.00710075319757637,0.00355043478793785,0.0130600388305616,0.00515788155770827
0.92747027252824,0.00929362774824082,0.00340593199690364,0.0175490651042699,0.00267770087425189
0.900150688865387,0.00233055146643791,0.00358531696419646,0.03125986613093,0.00235287412674001
0.898062134262831,0.00512003254188859,0.00437087755100768,0.019536457314288,0.00277472076141751
0.925878348509922,0.0048175786531666,0.00280071293077118,0.0195761367130488,0.00302608561516014
0.908697309860719,0.00681544396554236,0.00419077280532869,0.0230985937342908,0.00319164104089438
0.904142884385791,0.0042527099696879,0.00310573009013166,0.0169137444609232,0.0034672070053015
0.910098617265026,0.0116585043651581,0.00410217424086102,0.0125383802506742,0.00290446469809953
0.905343667104132,0.00272264623683468,0.00452872067583482,0.0191476977582341,0.00275664982913067
0.908406972024673,0.00838802467206264,0.00300965650817669,0.0276106255497639,0.0027412479520471
0.926119209211295,0.0106398114840867,0.00285455547808371,0.0181357356301256,0.00343002218781451
0.919594623762171,0.00474073965833922,0.0033019800200429,0.0120701836207652,0.00288755306973162
0.884143647117377,0.00852640949897874,0.00359365012737565,0.0179514652706059,0.00248361330912397
0.926431907415849,0.0130612463393642,0.00316052877316062,0.0125980529366991,0.00301954306530827
0.916943788565459,0.00665998561763276,0.0045131315666244,0.0179567114599588,0.00376017152474939
0.910778766467004,0.010834444684513,0.00426247724435891,0.016805055083865,0.00315630508055604
0.913899465207469,0.00287978826201276,0.00337891870427535,0.0222180513251038,0.00358724557507882
0.910644106144623,0.00218178024644964,0.0035032208160295,0.0130618634035441,0.00393974391339615
